1,4096,34,70562,20607
2,4096,503,15121,8244
3,4096,740,22846,11130
4,4096,103,8554,5059
5,4096,1649,37411,14621
6,4096,870,26326,12302
7,4096,1178,34031,13249
8,4096,1101,28628,12624
9,4096,1216,30603,10926
10,4096,2132,39323,15019
11,4096,2110,46485,16760
12,4096,1820,48185,13682
13,4096,1883,52788,19048
14,4096,2667,61102,12837
15,4096,1331,36803,12134
16,4096,394,15614,8353
17,4096,491,14750,10699
18,4096,740,29329,13047
19,4096,1131,26145,11560
20,4096,1220,27038,8172
21,4096,1606,39893,14024
22,4096,812,23748,10180
23,4096,1181,34746,11582
24,4096,630,18385,6771
25,4096,1137,35168,13381
26,4096,1952,28060,18013
27,4096,2379,46527,11938
28,4096,1522,41128,11715
29,4096,1099,26474,8258
30,4096,919,26956,10933
31,4096,293,12643,8488
32,4096,1626,39549,11627
33,4096,1896,48830,13304
34,4096,84,7563,6559
35,4096,1271,47604,18199
36,4096,1603,43723,12513
37,4096,944,25152,10180
38,4096,811,24828,9643
39,4096,4114,12359,4341
40,4096,4114,10769,3822
41,4096,4112,15736,4701
42,4096,4114,10721,3809
43,4096,4114,12038,3937
44,4096,4114,10722,3688
45,4096,4114,21463,5820
46,4096,4114,17016,4986
47,4096,4114,11856,3849
48,4096,4114,11062,3676
49,4096,4114,11792,3780
50,4096,4114,10945,3669
51,4096,4114,11142,3665
52,4096,4114,11114,3690
53,4096,4114,11343,3861
54,4096,4114,11006,3688
55,4096,4114,11253,3675
56,4096,4114,11020,3680
57,4096,4114,17130,5063
58,4096,4114,17656,4935
59,4096,4114,11068,3725
60,4096,4114,10928,3679
61,4096,4114,11197,3754
62,4096,4114,11052,3677
63,4096,4114,11060,3679
64,4096,4114,10929,8320
65,4096,4114,11126,3802
66,4096,4114,10909,3687
67,4096,4114,11122,3748
68,4096,4114,10897,3661
69,4096,4114,11047,3700
70,4096,4114,10874,3690
71,4096,4114,11034,3685
72,4096,4114,10877,3704
73,4096,2088,13700,6192
74,4096,4114,10985,3764
75,4096,4114,11298,3847
76,4096,4114,10801,3680
77,4096,4114,11259,3849
78,4096,4114,10901,3689
79,4096,3534,56423,10199
80,4096,4114,10862,3676
81,4096,4114,11054,3689
82,4096,674,24803,19900
83,4096,4114,11347,3763
84,4096,4114,10944,3678
85,4096,4114,11198,3787
86,4096,4114,10881,3680
87,4096,4114,11007,3705
88,4096,4114,10911,3688
89,4096,4114,10990,3675
90,4096,4114,10890,3676
91,4096,4114,17451,5043
92,4096,4114,17834,3704
93,4096,4114,11018,3687
94,4096,4114,10819,3674
95,4096,4114,11097,3781
96,4096,2094,12774,7253
97,4096,4114,11001,3727
98,4096,4114,10814,3672
99,4096,4114,11226,3836
100,4096,4114,10838,3674
101,4096,4114,11154,3839
102,4096,4114,10826,3669
103,4096,4114,10997,3683
104,4096,4114,10886,3680
105,4096,4114,10980,3685
106,4096,745,24835,11245
107,4096,4114,11158,3688
108,4096,2088,12616,4917
109,4096,4114,10965,3750
110,4096,4114,10799,3707
111,4096,4114,10950,3705
112,4096,4114,10777,3709
113,4096,4114,10966,3704
114,4096,4114,10843,3683
115,4096,4114,10973,6504
116,4096,4114,18035,5052
117,4096,3172,11216,6303
118,4096,4114,10873,3798
119,4096,4114,11058,3767
120,4096,4114,10870,3679
121,4096,4114,10944,3708
122,4096,4114,10793,3674
123,4096,4114,10965,3697
124,4096,4114,10814,3677
125,4096,4114,18176,5727
126,4096,4114,19661,3801
127,4096,4114,11057,3865
128,4096,3172,11005,6351
129,4096,4114,17665,5172
130,4096,4114,17085,4905
131,4096,4015,21068,5641
132,4096,4114,10858,3769
133,4096,4114,10965,3768
134,4096,4114,10793,3681
135,4096,4114,10885,3696
136,4096,4114,10714,3695
137,4096,4114,10889,3693
138,4096,4114,10749,3681
139,4096,4114,10898,3725
140,4096,4114,10709,3726
141,4096,4114,10933,3701
142,4096,4114,10773,3701
143,4096,4114,10918,3700
144,4096,4114,10741,3705
145,4096,4114,10924,3709
146,4096,4114,10767,3711
147,4096,4114,11037,3824
148,4096,4114,10758,6189
149,4096,4114,11299,3953
150,4096,4114,10758,3700
151,4096,4114,11222,3938
152,4096,4114,10774,3683
153,4096,4114,10926,3676
154,4096,1046,31453,13098
155,4096,4114,10998,3818
156,4096,4114,10761,3675
157,4096,4106,15006,4988
158,4096,4114,10800,3705
159,4096,4114,10858,3717
160,4096,4114,10818,3721
161,4096,4114,10959,3701
162,4096,616,20921,10417
163,4096,4114,10845,3763
164,4096,4114,10789,3715
165,4096,614,22159,9398
166,4096,4114,10794,3689
167,4096,4114,10952,3673
168,4096,4114,10848,3717
169,4096,4114,10984,3837
170,4096,544,17986,8235
171,4096,4114,10961,3720
172,4096,4114,10886,3689
173,4096,4114,10841,3689
174,4096,4114,10785,3675
175,4096,4114,10898,3713
176,4096,4114,10724,3692
177,4096,4114,10922,3776
178,4096,4114,10727,3729
179,4096,4114,10862,3745
180,4096,4114,10917,3729
181,4096,4114,10862,3749
182,4096,4114,10724,3745
183,4096,619,19978,10289
184,4096,4114,10848,3673
185,4096,4114,10855,3697
186,4096,4114,10698,3701
187,4096,4114,17842,4967
188,4096,4114,17293,4791
189,4096,4114,10905,3809
190,4096,4114,10657,3714
191,4096,4114,11028,3784
192,4096,4114,10754,3685
193,4096,4114,10944,3695
194,4096,4114,10746,3682
195,4096,574,20103,8744
196,4096,4114,10695,3754
197,4096,4114,10849,3733
198,4096,4114,10685,3732
199,4096,4114,10906,3734
200,4096,4114,10727,3721
201,4096,4114,10854,3706
202,4096,4114,17704,4820
203,4096,4114,10974,3794
204,4096,4114,10834,3709
205,4096,1124,10348,5681
206,4096,4114,16728,3818
207,4096,4114,10811,3689
208,4096,4114,10723,3745
209,4096,4114,10900,3814
210,4096,4114,10723,3737
