1,4096,34,42707,19907
2,4096,503,15091,8223
3,4096,740,23359,11311
4,4096,103,8432,5244
5,4096,1649,37479,18554
6,4096,870,26510,12760
7,4096,1178,34882,13006
8,4096,1101,29377,12631
9,4096,1216,29293,10813
10,4096,2132,35495,14878
11,4096,2110,46834,16270
12,4096,1820,48264,13680
13,4096,1883,40788,12417
14,4096,2667,61293,12766
15,4096,1331,37470,11828
16,4096,394,16374,8218
17,4096,491,15518,7780
18,4096,740,23028,10703
19,4096,1131,26320,11655
20,4096,1220,28559,8156
21,4096,1606,45301,13657
22,4096,812,24024,9833
23,4096,1181,34749,11584
24,4096,630,18889,6856
25,4096,1137,35210,13443
26,4096,1952,28466,18383
27,4096,2379,45373,11578
28,4096,1522,41918,11587
29,4096,1099,25812,8067
30,4096,919,27260,11042
31,4096,293,12383,8396
32,4096,1626,39240,11924
33,4096,1896,48767,13076
34,4096,84,7969,6561
35,4096,1271,37025,12349
36,4096,1603,43372,12338
37,4096,944,24849,10056
38,4096,811,29821,9614
39,4096,4114,11600,4246
40,4096,4114,11174,3877
41,4096,4112,15766,4603
42,4096,4114,11140,3741
43,4096,4114,10999,3688
44,4096,4114,11033,3685
45,4096,4114,11076,3689
46,4096,4114,10992,3676
47,4096,4114,11044,3666
48,4096,4114,10974,3668
49,4096,4114,10998,3692
50,4096,4114,10964,3696
51,4096,4114,11030,3679
52,4096,4114,11010,3682
53,4096,4114,10991,3701
54,4096,4114,11010,3682
55,4096,4114,10986,3689
56,4096,4114,11076,3669
57,4096,4114,11050,3665
58,4096,4114,10972,3675
59,4096,4114,11002,3663
60,4096,4114,11045,3704
61,4096,4114,10982,3695
62,4096,4114,11022,3677
63,4096,4114,11086,3672
64,4096,4114,11106,3697
65,4096,4114,11030,3696
66,4096,4114,11006,3681
67,4096,4114,10990,3689
68,4096,4114,10982,3672
69,4096,4114,11160,3699
70,4096,4114,11232,3687
71,4096,4114,10958,3693
72,4096,4114,10942,3725
73,4096,2088,12881,5648
74,4096,4114,10989,3689
75,4096,4114,11134,3664
76,4096,4114,11035,3685
77,4096,4114,11117,3685
78,4096,4114,10979,3684
