1,4096,39,616037,77462
2,4096,294,688833,92196
3,4096,507,653248,72927
4,4096,117,450961,79043
5,4096,1050,1028500,118327
6,4096,586,689851,95558
7,4096,798,737406,75802
8,4096,778,679491,70870
9,4096,813,743854,92869
10,4096,1101,913712,73115
11,4096,1230,932186,88664
12,4096,1241,651543,84051
13,4096,1285,639823,82686
14,4096,1763,874771,97672
15,4096,994,500454,73727
16,4096,313,336749,42873
17,4096,293,407919,55808
18,4096,507,417545,43344
19,4096,699,456467,66099
20,4096,955,394293,69142
21,4096,1159,588509,80477
22,4096,635,377617,58532
23,4096,848,503310,69751
24,4096,501,384774,45905
25,4096,707,357710,27561
26,4096,617,296967,23724
27,4096,1652,299709,38223
28,4096,1163,242532,37802
29,4096,758,242412,29408
30,4096,719,193463,28218
31,4096,232,136558,23081
32,4096,1190,218406,33661
33,4096,1280,278293,35929
34,4096,99,112696,20849
35,4096,797,223840,29092
36,4096,1182,236464,35412
37,4096,705,180358,26776
38,4096,616,156142,24920
39,4096,4079,197924,35593
40,4096,4078,191505,35507
41,4096,4106,201965,35854
42,4096,3876,221488,41532
43,4096,4086,195144,36470
44,4096,4084,191093,35894
45,4096,4086,193217,46439
46,4096,4069,193598,35612
47,4096,4093,191999,35409
48,4096,4077,193568,36139
49,4096,4093,192578,35061
50,4096,4105,188559,34883
51,4096,4084,193166,36412
52,4096,4077,221908,38089
53,4096,4092,192900,35560
54,4096,4088,191149,34828
55,4096,4083,191719,35134
56,4096,4096,191964,35015
57,4096,4091,190549,36149
58,4096,4094,200159,35284
59,4096,4087,191649,35228
60,4096,4097,189749,34404
61,4096,4094,198960,35967
62,4096,4091,191492,35106
63,4096,4083,192034,35424
64,4096,4083,206703,40528
65,4096,4083,193906,35003
66,4096,4097,191154,35476
67,4096,4089,209832,27458
68,4096,4093,190619,34701
69,4096,4092,189750,34551
70,4096,4090,189728,34733
71,4096,4097,192451,35336
72,4096,4074,188811,35465
73,4096,2012,176462,31109
74,4096,4098,189535,34873
75,4096,4088,189346,34994
76,4096,4105,190242,34807
77,4096,4156,187592,33334
78,4096,4088,206753,35530
79,4096,2292,456310,42065
80,4096,4081,193372,36374
81,4096,4087,194226,34817
82,4096,460,176205,18257
83,4096,4080,188275,34826
84,4096,4095,189690,35257
85,4096,4097,193836,35153
86,4096,4093,189836,33777
87,4096,4097,191467,35498
88,4096,4087,189194,35131
89,4096,4093,190249,35075
90,4096,4095,189147,34966
91,4096,4097,191730,34587
92,4096,4082,201720,35504
93,4096,4089,192634,35437
94,4096,4068,191837,34921
95,4096,4086,190872,34495
96,4096,2022,174852,30424
97,4096,4088,191392,35238
98,4096,4098,188281,34573
99,4096,4093,199827,35450
100,4096,4092,187236,35367
101,4096,4091,190053,35043
102,4096,4090,189567,55287
103,4096,4089,203712,37185
104,4096,4090,205470,38116
105,4096,4086,205370,37571
106,4096,546,207164,18705
107,4096,4094,192502,35558
108,4096,2033,177653,30728
109,4096,4085,190859,35808
110,4096,4091,206820,35438
111,4096,4066,191859,35456
112,4096,4151,188840,33343
113,4096,4094,226157,37404
114,4096,4095,203642,37548
115,4096,4159,200917,35790
116,4096,4095,210274,38177
117,4096,3034,196387,46720
118,4096,4092,190050,35625
119,4096,4068,204213,35305
120,4096,4085,190151,35037
121,4096,4080,191749,35592
122,4096,4089,189189,34883
123,4096,4096,191033,35159
124,4096,4102,189508,34721
125,4096,4099,189856,34703
126,4096,4089,198898,35316
127,4096,4091,191831,35602
128,4096,3020,182672,35277
129,4096,4094,197654,35883
130,4096,4083,189930,35107
131,4096,3865,201140,38735
132,4096,4087,188022,35114
133,4096,4088,190954,34965
134,4096,4089,190176,35729
135,4096,4081,189141,35203
136,4096,4088,200304,37652
137,4096,4091,213054,38126
138,4096,4085,202146,37344
139,4096,4095,210158,37253
140,4096,4098,202676,37814
141,4096,4089,201811,37303
142,4096,4092,218652,35188
143,4096,4088,196506,34722
144,4096,4087,191368,35204
145,4096,4094,200810,34718
146,4096,4089,188943,34956
147,4096,4088,188767,34375
148,4096,4092,215232,58331
149,4096,4085,207788,39005
150,4096,4096,203881,37686
151,4096,4086,208728,38120
152,4096,4097,201795,37635
153,4096,4155,200226,35497
154,4096,764,234359,30345
155,4096,4086,208807,37309
156,4096,4090,211823,35612
157,4096,4005,243011,40136
158,4096,3894,277274,46962
159,4096,4097,238282,43378
160,4096,4089,235827,43279
161,4096,4088,250303,35209
162,4096,458,159482,23628
163,4096,4099,192375,35101
164,4096,3997,203488,38633
165,4096,414,163831,27183
166,4096,4097,206317,34801
167,4096,4083,191227,35205
168,4096,4072,191592,35545
