cache_invalidation_method_compress,cache_invalidation_method_decompress,page_number,iteration_number,compressed_size,uncompressed_size,compression_time,decompression_time
1,0,647,0,4096,4096,198948,38840
1,0,648,0,3888,4096,233738,46197
1,0,649,0,443,4096,191572,21602
1,0,650,0,4077,4096,233247,44690
1,0,651,0,4081,4096,231844,43770
1,0,652,0,4093,4096,226932,37598
1,0,653,0,4083,4096,200210,38626
1,0,654,0,4101,4096,198371,37295
1,0,655,0,4084,4096,200737,37383
1,0,656,0,4093,4096,200403,37602
1,0,657,0,4080,4096,197481,37853
1,0,658,0,901,4096,259209,47237
1,0,659,0,4094,4096,201699,37629
1,0,660,0,4090,4096,201000,37415
1,0,661,0,4085,4096,200218,38179
1,0,662,0,4092,4096,200074,46236
1,0,663,0,4095,4096,186836,35244
1,0,664,0,4098,4096,185785,35300
1,0,665,0,4101,4096,186364,34590
1,0,666,0,3015,4096,177502,34562
1,0,667,0,3842,4096,197596,36413
1,0,668,0,4079,4096,187992,35508
1,0,669,0,3904,4096,190927,37439
1,0,670,0,4093,4096,186007,36362
1,0,671,0,4088,4096,186294,35051
1,0,672,0,4093,4096,186453,35037
1,0,673,0,3499,4096,237062,41204
1,0,674,0,3910,4096,192918,38399
1,0,675,0,4023,4096,194196,37984
1,0,676,0,4087,4096,186702,35425
1,0,677,0,4098,4096,186281,34674
1,0,678,0,4095,4096,198395,32984
1,0,679,0,3870,4096,196190,36964
1,0,680,0,4099,4096,186412,34629
1,0,681,0,4087,4096,185755,34611
1,0,682,0,4083,4096,186444,35920
1,0,683,0,4090,4096,187334,35196
1,0,684,0,3908,4096,191154,37266
1,0,685,0,4077,4096,186245,35214
1,0,686,0,4073,4096,185876,35454
1,0,687,0,4094,4096,187076,35294
1,0,688,0,4103,4096,185751,34490
1,0,689,0,4080,4096,188630,35187
1,0,690,0,4084,4096,186178,35555
