cache_invalidation_method_compress,cache_invalidation_method_decompress,page_number,iteration_number,compressed_size,uncompressed_size,compression_time,decompression_time
1,0,158,0,4368,4096,15315,9820
1,0,159,0,4368,4096,15280,9821
1,0,160,0,4368,4096,15243,9832
1,0,161,0,4368,4096,15130,9781
1,0,162,0,892,4096,16705,13163
1,0,163,0,4368,4096,15415,9832
1,0,164,0,4368,4096,15446,9994
1,0,165,0,888,4096,16938,12597
1,0,166,0,4368,4096,15446,9859
1,0,167,0,4368,4096,15656,9797
1,0,168,0,4368,4096,15274,9819
1,0,169,0,4368,4096,15619,9756
1,0,170,0,900,4096,15794,11675
1,0,171,0,4368,4096,15621,9803
1,0,172,0,4368,4096,15296,9823
1,0,173,0,4368,4096,15163,9823
1,0,174,0,4368,4096,15359,9823
1,0,175,0,4368,4096,15225,9810
1,0,176,0,4368,4096,15142,9777
1,0,177,0,4368,4096,15349,9794
1,0,178,0,4368,4096,15309,9788
1,0,179,0,4368,4096,15222,9709
1,0,180,0,4368,4096,15270,9804
1,0,181,0,4368,4096,15263,9817
1,0,182,0,4368,4096,15185,9857
1,0,183,0,624,4096,16559,13005
1,0,184,0,4368,4096,15213,9802
1,0,185,0,4368,4096,15683,9846
1,0,186,0,4372,4096,15339,9941
1,0,187,0,4368,4096,15266,9775
1,0,188,0,4368,4096,15469,9789
1,0,189,0,4368,4096,15315,9758
1,0,190,0,4368,4096,15258,9760
1,0,191,0,4368,4096,15257,9796
1,0,192,0,4368,4096,15183,9748
1,0,193,0,4368,4096,15276,9770
1,0,194,0,4368,4096,15264,9803
1,0,195,0,884,4096,15276,11743
1,0,196,0,4368,4096,15264,9811
1,0,197,0,4368,4096,15475,9833
1,0,198,0,4368,4096,15188,9789
1,0,199,0,4368,4096,15264,9772
1,0,200,0,4368,4096,15207,9847
1,0,201,0,4368,4096,15418,9922
1,0,202,0,4368,4096,15405,9840
1,0,203,0,4368,4096,15202,9833
1,0,204,0,4368,4096,15322,9770
1,0,205,0,1360,4096,12256,9005
1,0,206,0,4368,4096,15442,9752
1,0,207,0,4368,4096,15531,9804
1,0,208,0,4368,4096,15529,9821
1,0,209,0,4368,4096,15521,9757
1,0,210,0,4368,4096,15716,9857
1,0,211,0,4368,4096,15633,9778
1,0,212,0,4368,4096,15284,9776
1,0,213,0,4368,4096,15376,9768
1,0,214,0,4368,4096,15446,9809
1,0,215,0,4368,4096,15391,10125
1,0,216,0,4368,4096,15373,9748
1,0,217,0,4368,4096,15226,9804
1,0,218,0,4364,4096,15716,9997
1,0,219,0,4368,4096,15514,9760
1,0,220,0,4368,4096,15218,10044
1,0,221,0,4368,4096,15524,9814
1,0,222,0,4368,4096,15212,9844
1,0,223,0,4368,4096,15158,9759
1,0,224,0,4368,4096,15343,10000
1,0,225,0,4068,4096,18825,12999
1,0,226,0,4368,4096,15283,9761
1,0,227,0,4368,4096,15097,9900
1,0,228,0,4368,4096,15234,9801
1,0,229,0,4372,4096,15428,9971
1,0,230,0,4368,4096,15634,9795
1,0,231,0,4368,4096,15152,9793
1,0,232,0,4368,4096,15179,9794
1,0,233,0,4368,4096,15255,9795
1,0,234,0,4368,4096,15386,9805
1,0,235,0,4368,4096,15383,9820
1,0,236,0,4368,4096,15261,9820
1,0,237,0,3408,4096,14181,9531
1,0,238,0,4368,4096,15190,9839
1,0,239,0,4368,4096,15176,9777
1,0,240,0,4368,4096,15358,9723
1,0,241,0,4368,4096,15217,9818
1,0,242,0,4368,4096,15655,9857
1,0,243,0,4368,4096,15187,9809
1,0,244,0,856,4096,18369,14262
1,0,245,0,4368,4096,15857,9866
1,0,246,0,4368,4096,15843,9869
1,0,247,0,4368,4096,15547,9764
1,0,248,0,4368,4096,15193,9771
1,0,249,0,4368,4096,15325,9758
1,0,250,0,4368,4096,15245,9726
1,0,251,0,872,4096,15473,12709
1,0,252,0,4368,4096,15349,9844
1,0,253,0,4368,4096,15206,9837
1,0,254,0,4368,4096,15324,9830
1,0,255,0,4368,4096,15223,9934
1,0,256,0,4368,4096,15301,10084
1,0,257,0,4368,4096,15249,9798
1,0,258,0,4368,4096,15573,9784
1,0,259,0,4368,4096,8332,5246
1,0,260,0,4368,4096,8532,5245
1,0,261,0,4368,4096,8574,5245
1,0,262,0,4368,4096,8417,5266
1,0,263,0,4368,4096,8435,5368
1,0,264,0,4368,4096,8769,5244
1,0,265,0,708,4096,7168,5212
1,0,266,0,4368,4096,8545,5307
1,0,267,0,4368,4096,9649,6167
1,0,268,0,4368,4096,9942,6106
1,0,269,0,4368,4096,9674,6143
1,0,270,0,4368,4096,10091,6150
1,0,271,0,4368,4096,9996,6124
1,0,272,0,4368,4096,10162,6141
1,0,273,0,4368,4096,9856,6134
1,0,274,0,4368,4096,10106,6156
1,0,275,0,4368,4096,10122,6140
1,0,276,0,4368,4096,9867,6177
1,0,277,0,4368,4096,9676,6121
1,0,278,0,4368,4096,9846,6161
1,0,279,0,4368,4096,9889,6119
1,0,280,0,4368,4096,10103,6146
1,0,281,0,4368,4096,9909,6152
1,0,282,0,4368,4096,9916,6121
1,0,283,0,4372,4096,10061,6214
1,0,284,0,4368,4096,9698,6135
1,0,285,0,4368,4096,10087,6110
1,0,286,0,4368,4096,9693,6191
1,0,287,0,4368,4096,10017,6154
1,0,288,0,4372,4096,10037,6193
1,0,289,0,4368,4096,9669,6104
1,0,290,0,4368,4096,9788,6143
1,0,291,0,4368,4096,9789,6116
1,0,292,0,4368,4096,9858,6154
1,0,293,0,1092,4096,14706,12602
1,0,294,0,4368,4096,9721,6199
1,0,295,0,844,4096,10073,8211
1,0,296,0,4368,4096,9924,6161
1,0,297,0,4368,4096,9808,6087
1,0,298,0,4368,4096,9841,6123
1,0,299,0,1056,4096,12563,8883
1,0,300,0,4368,4096,9964,6134
1,0,301,0,4368,4096,9681,6116
1,0,302,0,1360,4096,7573,5534
1,0,303,0,4368,4096,9822,6122
1,0,304,0,4368,4096,9801,6110
1,0,305,0,4368,4096,9849,6165
1,0,306,0,3344,4096,9099,6022
1,0,307,0,4368,4096,9704,6148
1,0,308,0,4368,4096,9737,6155
1,0,309,0,4368,4096,9947,6139
1,0,310,0,4368,4096,9867,6120
1,0,311,0,4368,4096,9677,6169
1,0,312,0,4368,4096,9660,6156
1,0,313,0,4368,4096,10097,6123
1,0,314,0,4368,4096,9620,6110
1,0,315,0,4368,4096,9784,6120
1,0,316,0,4368,4096,9697,6154
1,0,317,0,4368,4096,9736,6145
1,0,318,0,4368,4096,9748,6146
1,0,319,0,4368,4096,9811,6127
1,0,320,0,4368,4096,9873,6126
1,0,321,0,4368,4096,9846,6131
1,0,322,0,4368,4096,9641,6120
1,0,323,0,4368,4096,10149,6166
1,0,324,0,936,4096,11260,8350
1,0,325,0,4368,4096,9955,6159
1,0,326,0,4368,4096,9827,6155
1,0,327,0,4368,4096,9832,6144
1,0,328,0,4368,4096,9776,6111
1,0,329,0,4368,4096,9829,6124
1,0,330,0,4368,4096,9899,6114
1,0,331,0,4368,4096,9943,6140
1,0,332,0,4368,4096,9772,6113
1,0,333,0,4368,4096,9980,6129
1,0,334,0,4368,4096,9843,6081
1,0,335,0,4368,4096,9909,6120
1,0,336,0,4368,4096,10116,6116
1,0,337,0,4368,4096,9998,6148
1,0,338,0,4368,4096,9811,6116
1,0,339,0,4368,4096,10042,6113
1,0,340,0,4368,4096,10040,6143
1,0,341,0,4368,4096,9859,6156
1,0,342,0,4368,4096,10245,6132
1,0,343,0,4368,4096,9885,6092
1,0,344,0,796,4096,9460,7455
1,0,345,0,4368,4096,10074,6146
1,0,346,0,4368,4096,9795,6129
1,0,347,0,4368,4096,9778,6147
1,0,348,0,4368,4096,9727,6159
1,0,349,0,4368,4096,9837,5285
1,0,350,0,4368,4096,8555,5259
1,0,351,0,4368,4096,8419,5250
1,0,352,0,4368,4096,8450,5250
1,0,353,0,4368,4096,8895,5251
1,0,354,0,4368,4096,8447,5289
1,0,355,0,4368,4096,8515,5265
1,0,356,0,4368,4096,8571,5250
1,0,357,0,4368,4096,8445,5240
1,0,358,0,4368,4096,8488,5256
1,0,359,0,4368,4096,8484,5273
1,0,360,0,4368,4096,8549,5271
1,0,361,0,4368,4096,8459,5242
1,0,362,0,4368,4096,8585,5263
